,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.6023529411764705,0.5966587112171837,0.5980861244019139,0.5952380952380952,64.73825111502413,87.3741309543627,3.1949111741311516,3.139028719709605,1.1102046082285664,0.001636648725407121
