Date,Low,High,Close,Open,Volume,predicted_low,predicted_high,predicted_mean,signal1,signal2
2021-11-11,63548.1434171405,66281.5697112403,63557.8715183709,65521.2893420962,30558763548.22,60782.625,63313.477,64997.77,0,0
2021-11-12,59016.3371572465,63721.1951940329,60161.2470371667,63721.1951940329,46844335591.65,61771.68,63893.45,64598.01,2,0
2021-11-13,58515.4098924661,60823.6105180456,60368.0118167649,60139.6201092629,39178392930.24,57852.555,60003.223,63162.65,0,0
2021-11-14,56550.7916436038,60948.4984361572,56942.1362440572,60360.1376899776,41388338699.24,59118.418,61884.203,64245.492,0,0
2021-11-15,55705.1806847159,58351.1132659249,58119.5761937925,56896.128680164,38702407772.13,56335.492,59532.867,60977.18,0,0
2021-11-16,57469.725660869,59859.8804420403,59697.1971342589,58115.0803464697,30624264862.85,55178.906,57823.137,58369.883,0,0
2021-11-17,58618.9314315245,60004.4263827568,58730.4766386507,59730.5079742192,26123447605.05,58144.96,60778.45,60467.71,0,0
2021-11-18,55679.8404036725,59266.35846819,56289.2873226386,58706.8493839442,35036121783.1,56326.21,59219.055,58784.39,0,0
2021-11-19,55632.7599123359,57875.5163965831,57569.0748757271,56304.5553876631,37485803898.95,54601.0,57614.06,59434.1,0,0
2021-11-20,55964.2210698342,57803.0665250198,56280.4271082207,57565.8501077567,36635566788.68,52696.258,57221.28,59832.56,0,0
2021-11-21,57146.6852020181,59367.9679943132,57274.6794471653,57165.4172722878,34284016247.69,53096.652,57524.36,60254.457,0,1
2021-11-22,53569.7639630968,59183.4814705583,53569.7639630968,58960.2851828641,41810748221.23,53013.074,56378.727,58553.02,0,1
2021-11-23,53668.3552191285,55329.2596495755,54815.079304928,53736.4315256188,30560857714.07,50511.656,53989.695,57736.52,0,1
2021-11-24,53576.7358175684,57393.8437511678,57248.458375824,54813.0247017865,28116886356.83,50351.477,53951.363,58310.168,0,1
2021-11-25,56792.5254079788,58872.8805776195,57806.5662152559,57291.904734501,32370840356.0,52997.652,58036.65,59097.574,0,1
2021-11-26,56057.2822340064,59113.4009013998,57005.4254735998,57830.1138192706,36708594617.63,51558.477,56119.6,56548.74,1,1
2021-11-27,56553.0807744684,59041.6852434855,57229.8298994492,56907.9667338266,36858195306.81,52503.66,56268.74,58073.695,2,1
2021-11-28,55895.1328619811,57349.2349793262,56477.8174777821,57217.371048472,32379968685.55,54178.05,58110.043,56034.48,1,0
2021-11-29,52496.5853617419,57482.1692659699,53598.2464702979,56509.1653563906,39789134214.89,53867.51,58554.72,56967.758,2,0
2021-11-30,42874.6168583905,53904.6795117967,49200.7046174372,53727.87808735,61385677468.79,54382.61,59534.453,57495.19,0,2
2021-12-01,47857.4968720903,49768.1489762985,49368.8470992255,49201.5184010156,37198201161.44,49096.63,55379.906,55817.195,0,0
2021-12-02,47281.0353797585,50929.5190938323,50582.6253966441,49413.4790992129,37707308001.13,50615.22,56794.4,51090.375,0,0
2021-12-03,50175.8075210566,51934.7818955124,50700.0843364829,50581.8300495181,33676814851.61,49753.953,56536.0,46112.863,1,0
2021-12-04,48765.9869210097,51171.3753104053,50504.7955387084,50667.6476830609,28479699445.97,48474.918,53119.938,40456.945,0,0
2021-12-05,47358.353270501,50797.1654408922,47672.1223910874,50450.0820524109,29603577250.59,48051.22,53213.31,47872.793,0,0
2021-12-06,47023.6980210468,50015.2529873873,47243.3056849164,47642.1435531842,30966005122.3,49419.207,55343.21,47737.973,2,0
2021-12-07,46942.3478207253,49458.2127878793,49362.508336459,47264.6347033978,25775869261.33,48731.72,55832.695,48038.438,0,0
2021-12-08,48725.8530226358,50724.8657399937,50098.3351363893,49354.8549351623,21939223598.97,48417.805,55471.812,46316.58,1,0
2021-12-09,45894.8473948431,50204.9982632709,46737.48224375,50114.7409911263,32166727776.26,48554.195,55340.164,47583.055,0,2
2021-12-10,46424.4960219948,48431.3995664936,46612.6335069029,46709.8224590995,34638619079.14,45674.934,52971.86,49914.598,2,1
2021-12-11,46671.9667448597,49473.9557896173,48896.7208291144,48379.7542277397,36541828519.8,45852.668,53109.746,48477.96,0,1
2021-12-12,47529.8807655215,49425.5731432585,47665.426077884,48900.462910626,27268150946.58,46276.83,54525.918,47466.363,1,2
2021-12-13,45618.2160839731,48004.8937503772,46202.143379147,47653.7298524917,32902725329.31,45265.355,52001.2,45904.363,0,1
2021-12-14,45598.4426124471,47313.8287806201,46848.7767655561,46219.2554163103,26098292689.86,46721.977,52492.91,49340.312,2,2
2021-12-15,46502.9545467562,48089.6643521108,46707.0148769996,46853.8680030434,25154053860.63,49540.773,54648.1,45558.78,1,2
2021-12-16,45579.8101425366,47401.7179482003,46880.2789637231,46707.0644512279,30961902128.91,48878.516,54434.297,46194.016,0,2
2021-12-17,46698.7741152543,49300.9197060746,48936.6141514468,46886.0774573853,27055803927.85,47532.668,53701.926,48143.76,2,2
2021-12-18,48450.9397297104,49544.7964416088,48628.509925134,48937.0963391141,24447979558.59,47091.85,54377.918,49758.434,0,2
2021-12-19,48065.8375264037,51332.340378309,50784.5381788605,48626.3437822023,28223878107.92,48201.152,54410.277,48862.695,0,2
2021-12-20,50514.4942908966,51814.0285054983,50822.1965232303,50806.0505029799,24367912228.26,48530.195,53654.97,51698.082,0,2
2021-12-21,50236.7065001331,51176.5987876064,50429.8577970562,50854.9186725144,19030650914.0,53899.324,58083.777,50829.805,0,2
2021-12-22,49623.1042072232,51196.3772869711,50809.5150128895,50428.6926963893,20964372925.86,53925.016,58312.797,54908.016,0,2
2021-12-23,50499.4686759577,51956.3263547044,50640.4188043781,50802.6089327853,24324345757.98,56656.797,61317.87,54673.04,0,2
2021-12-24,47414.2099253189,50679.8593770298,47588.8547774592,50679.8593770298,33430376883.39,58562.402,62243.938,57678.527,0,2
2021-12-25,46201.4943709627,48119.7409498776,46444.7104905398,47623.8704633248,30049226299.49,52569.836,56989.54,55974.473,0,2
2021-12-26,46060.3131660207,47879.9654999821,47178.1258434398,46490.6060493554,26686491018.4,58264.99,62264.113,55490.098,0,2
2021-12-27,45819.9545532818,48472.527490225,46306.4461226996,47169.3728586211,36974172399.58,54361.223,59345.223,54823.05,0,2
2021-12-28,46288.4860950468,47827.3109946009,47686.8115091782,46311.744663041,24582667004.25,53089.473,57184.59,52577.992,0,2
2021-12-29,46856.9363097429,47881.4062331606,47345.220564253,47680.9266248301,27951569547.04,54955.4,58014.85,53407.76,0,2
2021-12-30,45835.9630254063,47510.7261749285,46458.1169588914,47343.543765149,33071628361.52,57566.742,60860.203,53762.805,0,2
2021-12-31,45752.4635620531,47406.5483021772,45897.5758267783,46458.8514444139,42494677904.76,55655.504,59079.363,54869.734,0,2
2022-01-01,42798.2242591564,46929.0457944863,43569.0033476498,45899.3587395826,36851084858.53,53027.668,57375.254,52996.85,0,2
2022-01-02,42645.5409516768,43748.7203109931,43160.9284196054,43565.5117270679,30208048288.93,48625.42,54412.297,52779.633,0,2
2022-01-03,41077.4462015482,43153.5708757533,41557.9011609709,43153.5708757533,84196607519.83,47784.43,54518.227,49644.258,0,2
2022-01-04,40672.2754483568,42228.9420354353,41733.9430988926,41561.4658676891,28066355845.13,47998.383,55783.062,50411.383,0,2
2022-01-05,41338.1597064035,42663.9504824008,41911.6015363357,41734.727562932,21294384372.18,38012.707,44641.656,44686.668,0,1
2022-01-06,39796.571708349,42199.4850422173,41821.2631390031,41910.2308272178,32104232330.73,44120.445,49244.69,45315.215,0,2
2022-01-07,41407.7538730793,43001.1571213205,42735.8541195077,41819.5069706213,26327648900.42,43459.69,46200.207,50256.613,0,0
2022-01-08,42528.9864452659,44135.3685087135,43949.1006867819,42742.1784059514,33499938688.54,44121.848,48196.055,50247.305,0,2
2022-01-09,42447.0441520643,44278.4232566127,42591.5722580306,43946.7417177351,47691135081.85,44827.473,48788.05,47775.586,0,2
2022-01-10,41982.6166524365,43346.6885657206,43099.6998283297,42598.872888975,23577403398.89,43572.152,46776.086,47481.59,0,0
2022-01-11,42669.0352201934,43724.6731845297,43177.3967900803,43101.899610764,18371348297.75,43540.477,48017.066,48497.773,0,2
2022-01-12,42691.0242340791,43436.8075003502,43113.8801137778,43172.0388946744,17902097844.6,47955.066,53355.266,48104.027,0,2
2022-01-13,41680.3215634165,43179.3911030298,42250.5493732401,43118.1201015099,21690904261.18,46274.26,51261.52,50621.355,0,2
2022-01-14,41392.216698751,42534.4039185478,42375.6328430686,42250.0731446126,22417209226.95,48812.426,53327.83,53057.195,0,2
2022-01-15,41242.9131156818,42478.3048443432,41744.3298424627,42374.0406120285,23091543257.9,48122.598,52951.28,52394.184,0,2
2022-01-16,40672.8238483266,43413.0239423642,40680.4199136003,41744.0280591734,20382033939.59,49812.773,53936.137,52141.535,0,2
2022-01-17,35791.4265480389,41060.5273749856,36457.3181001361,40699.6069839273,43011992031.18,50692.79,53516.21,50438.78,0,2
2022-01-18,34349.2491949516,36688.8108237871,35030.2517675959,36471.5899999248,39714385404.71,44846.836,49150.23,50330.242,0,2
2022-01-19,34784.9671633865,36433.3126565747,36276.8046943699,35047.3602896719,26017975950.79,48626.92,53684.74,47160.434,0,2
2022-01-20,33184.0595656615,37247.5213280799,36654.3291826876,36275.7329481249,41856658596.7,45795.848,52881.016,41237.242,0,2
2022-01-21,35779.4288038279,37444.5693479937,36954.0020136276,36654.8059244257,26428189593.82,37927.066,45771.45,39793.96,0,2
2022-01-22,36374.9079053597,38825.4086928912,36852.122594586,36950.5148286881,31324598033.71,39873.977,44573.72,39972.863,0,2
2022-01-23,35629.2798878753,37148.3222790892,37138.2343159536,36841.8806089473,25041426629.34,38465.83,44368.734,41285.95,0,2
2022-01-24,36211.1081986276,37952.8778358648,37784.3332640665,37128.444198943,22238830522.98,36367.887,42037.22,40003.75,0,0
2022-01-25,37406.4736874418,38576.2636449016,38138.1785657755,37780.7137862733,17194183074.9,42273.01,47894.08,44641.69,0,2
2022-01-26,37437.7092090569,38266.3397953894,37917.60273361,38151.9188233734,14643548443.91,41599.137,46704.36,44393.516,0,2
2022-01-27,36733.5728745194,38647.2609829571,38483.126309273,37920.2809909723,20734730465.05,44042.887,48358.03,46943.39,0,2
2022-01-28,38113.6630945423,39115.1322812921,38743.2725693698,38481.7653685119,20288500327.54,44976.46,49738.496,49262.855,0,2
2022-01-29,36832.7286672317,38834.617830971,36952.9849327595,38743.7134257246,19155189415.69,47943.746,51784.68,49058.39,0,2
2022-01-30,36375.5373396971,37154.6002446074,37154.6002446074,36944.8052390298,18591534769.08,46612.23,50367.25,49880.41,0,2
2022-01-31,37093.6295679956,41527.7855761899,41500.8753823114,37149.2641415061,29412210791.81,49075.934,52909.957,48768.945,0,2
2022-02-01,41038.095856616,41847.1632851494,41441.1648206042,41501.4805719368,19652846214.68,51510.613,53856.637,51508.242,0,2
2022-02-02,41244.9076349004,42500.7869325403,42412.4342359174,41441.1207903381,16142097333.9,49745.844,51174.49,47416.418,0,2
2022-02-03,41748.1553115415,44401.8635101809,43840.2865761055,42406.7813264058,28641855926.25,49098.445,52882.47,51217.64,0,2
2022-02-04,42807.8357379192,45293.8662442033,44118.4462597284,43854.6536157814,33079398868.46,51930.223,56490.09,53254.676,0,2
2022-02-05,43232.9671622586,44727.799891548,44338.7977574167,44096.7044920426,23245887299.61,52188.082,57348.402,58299.156,0,2
2022-02-06,43402.8082441073,45661.1731433747,43565.1121728445,44347.7988345238,32142048537.32,53350.613,59115.094,58667.906,0,2
2022-02-07,42114.5396429838,43810.8303834551,42407.9379380192,43571.1304633789,26954925781.36,53335.473,58452.156,57433.863,0,2
2022-02-08,41852.5727219579,42992.5515605498,42244.4699868886,42412.300311475,18152390303.98,54166.984,59056.816,53601.92,0,2
2022-02-09,41950.9417357075,42693.0528547568,42197.5153405276,42236.5664263282,14741589014.5,56663.203,60729.25,58506.38,0,2
2022-02-10,41681.9561131146,42775.7783215497,42586.9196860901,42157.3991531626,20827783011.84,57149.945,60331.62,56135.934,0,2
2022-02-11,42491.0337603845,44667.2169798202,44575.2033341441,42586.4646116209,22721659050.67,53179.727,57582.645,55796.52,0,2
2022-02-12,43456.6929350665,44578.2762069386,43961.8593882795,44578.2762069386,19792547656.71,51248.26,56509.17,57314.79,0,2
2022-02-13,40249.3730029574,44132.97417692,40538.0128343685,43937.0716182815,26246662812.84,51293.78,56724.746,57497.074,0,2
2022-02-14,39637.6186047582,40929.1532321168,40030.9755990885,40552.1325746996,23310007703.81,49542.25,55618.414,55753.99,0,2
2022-02-15,39713.0583287245,40418.8792151735,40122.1547656975,40026.0225060806,13736557862.99,52187.39,56003.95,53261.945,0,2
2022-02-16,38112.813944195,40119.8900620854,38431.3781154647,40118.1006214851,18340576451.97,53591.266,56132.605,58724.555,0,2
2022-02-17,36950.4757186119,39394.4358263489,37075.2793533757,38423.2098719156,29280402797.54,52184.85,55318.836,51285.043,0,2
2022-02-18,36488.932255945,38359.8536637991,38286.0270879696,37068.7714361995,25493150449.85,46960.895,48995.965,50660.477,0,2
2022-02-19,37201.8160136201,39122.3939045685,37296.5720003887,38285.2826142108,21849073843.24,47858.14,49673.484,50856.242,0,2
2022-02-20,34459.2177282867,38968.8412169006,38332.6098307004,37278.5650718651,46383802092.57,49703.082,51646.184,49062.496,0,2
2022-02-21,38111.3418879466,39630.3224166458,39214.2206250425,38333.7471448087,26545599158.94,42951.7,46573.67,48197.793,0,2
2022-02-22,38702.5337062365,40005.3487264337,39105.1478155514,39213.0837830814,17467554129.06,52530.69,54204.273,48552.96,0,2
2022-02-23,37268.9775170501,39778.9423729401,37709.7837534329,39098.6989112453,23450127611.88,48883.69,50808.05,48661.395,0,2
2022-02-24,37518.2146036468,43760.4570181679,43193.2340330233,37706.0012666457,35690014104.01,52037.305,53855.113,48221.016,0,2
2022-02-25,42952.5840528017,44793.600448404,44354.6375073612,43194.5042113042,32479047644.8,52205.773,55543.77,53830.223,0,2
2022-02-26,43432.8517789104,45077.5769494305,43924.1164380558,44357.6152449675,29183112629.72,53650.63,55795.293,53127.84,0,2
2022-02-27,41914.7490976182,44021.5783367152,42451.7895866188,43925.1950649516,24967782593.19,50610.7,53650.234,57479.906,0,2
2022-02-28,38805.8495430207,42479.6131422293,39137.6036387584,42458.1411201421,28516271426.66,57593.223,58737.406,49975.094,0,2
2022-03-01,38777.0364164827,39566.3361892208,39400.5841380401,39148.4497050197,16975917449.62,53604.246,55088.906,52861.11,0,2
2022-03-02,38211.6479622922,39640.1767511205,38419.9833773926,39404.1989243159,19745229901.83,54880.227,56406.117,51803.36,0,2
2022-03-03,37260.2017138385,39430.2280590762,38062.040205582,38429.3027830169,28546143502.55,53095.83,55327.395,52871.86,0,2
2022-03-04,37957.3865266001,39304.4428530725,38737.2684954927,38059.9042925389,25776583476.27,51972.574,55038.586,48700.4,0,2
2022-03-05,38706.0947800838,42465.6729111805,41982.9263548072,38742.8160804567,32284121034.04,51855.652,54358.152,52117.168,0,2
2022-03-06,38832.941265025,42004.7271518599,39437.4597736288,41974.0692381785,31078064710.78,50434.21,54375.742,52676.414,0,2
2022-03-07,38347.4331623984,40081.6792542572,38794.9731374789,39439.9695316149,26364890465.25,52409.586,55348.945,52010.223,0,2
2022-03-08,38772.5358786197,39308.5990610398,38904.0133980303,38794.4631888984,14616450657.2,52293.297,55311.426,52282.836,0,2
2022-03-09,37728.1443563354,39209.3504270127,37849.6627995273,38884.7248489191,17300745309.73,57229.273,58317.332,52450.492,0,2
2022-03-10,37680.7344675775,39742.5007223381,39666.7558189777,37846.3164396237,24322159070.49,54320.74,56808.703,51159.39,0,2
2022-03-11,38310.2125797126,39794.6302635978,39338.7854920324,39664.2500260637,23934000867.75,52664.047,55299.68,51868.316,0,2
2022-03-12,39022.3470871459,41465.4517139286,41143.9280403474,39335.569403716,39616916192.41,51003.78,53378.055,53711.105,0,2
2022-03-13,40662.8706009486,41287.5352036456,40951.3798755055,41140.8448157717,22009601092.64,51115.32,53820.613,56902.164,0,2
2022-03-14,40302.3980488072,42195.7447600357,41801.1544960935,40944.8416795343,34421564941.56,52497.094,53563.35,48771.445,0,2
2022-03-15,41602.6683804537,42316.5544604012,42190.6534617069,41794.6478339065,19664853187.34,54195.75,55280.62,53603.332,0,2
2022-03-16,41004.7595624682,42241.164783313,41247.8234468342,42191.4053121278,20127946682.25,55946.434,56682.54,51011.047,0,2
2022-03-17,40668.0416965467,41454.4104322975,41077.9979918038,41246.1328484777,24615543270.67,52728.254,55943.766,52444.406,0,2
2022-03-18,40948.2807435836,43124.7080693268,42358.8084254084,41074.1045184977,32004652375.66,53483.004,57110.516,55116.93,0,2
2022-03-19,41877.5094001254,42893.5066795671,42892.9574822428,42364.3780528832,25242943069.35,51073.62,55882.965,57411.613,0,2
2022-03-20,42726.1625314375,44131.854552052,43960.933058954,42886.6542168214,31042992291.34,52711.277,57164.934,54745.016,0,2
2022-03-21,43706.2860318396,44999.4930588116,44348.7309048344,43964.5462246384,30574413034.44,51435.285,56259.266,59945.86,0,2
2022-03-22,44166.2751431536,44735.9955961396,44500.8284155129,44349.8584333427,16950455994.89,48947.047,54016.312,55324.555,0,2
2022-03-23,44437.2936474072,46827.5461945489,46820.4934636771,44505.3571023706,28160889721.88,49269.91,55046.31,53890.156,0,2
2022-03-24,46690.2041337559,48086.8367491568,47128.0051622503,46821.8502469343,36362175703.48,50920.383,56514.125,57236.223,0,2
2022-03-25,47100.4385980769,48022.2888818255,47465.7298877113,47100.4385980769,31397059068.97,51758.35,56798.715,57670.332,0,2
2022-03-26,46746.2113689801,47655.1494297468,47062.6641669272,47456.897029717,29333883961.6,51293.11,57569.652,59915.293,0,2
2022-03-27,45390.5371483103,47512.0283138768,45538.6769223388,47062.146561831,33327427106.32,55080.496,60024.207,57101.133,0,2
2022-03-28,44403.1410093413,46616.2437719152,46281.6439814509,45554.1638120546,38162644286.97,55790.88,59964.637,58565.74,0,2
2022-03-29,45782.5130184345,47028.2807878879,45868.9491559204,46285.4980587704,29336594194.19,55105.465,59516.8,58882.594,0,2
2022-03-30,45634.1038004633,47313.4768544721,46453.5670763172,45859.1287006828,25414397610.22,54150.57,58154.4,58930.367,0,2
2022-03-31,45235.8153540203,46791.0890451554,46622.6744137452,46445.2716196297,32499785455.18,52255.434,57433.957,55085.188,0,2
2022-04-01,45544.8075061707,47106.1397405311,45555.9934041971,46624.5070754526,29640604054.7,51239.23,56471.934,54891.863,0,2
2022-04-02,43193.9540005006,45544.3556195233,43206.7376725735,45544.3556195233,39393395787.79,50404.96,55779.363,56914.586,0,2
2022-04-03,42899.9066089561,43860.6975585056,43503.8491661365,43207.4988703738,26101973106.2,48887.297,54596.76,54760.086,0,2
2022-04-04,42183.2871213171,43903.0195651663,42287.6635116808,43505.136802651,27215995394.34,51949.387,55254.18,57531.793,0,2
2022-04-05,42183.2539081478,42786.8178369303,42782.1353172936,42282.0793945954,16050772496.25,50003.21,53795.24,54973.613,0,2
2022-04-06,42021.2068019349,43376.3806602516,42207.670963734,42781.0904634136,17654475582.4,52087.996,54684.02,52062.875,0,2
2022-04-07,39373.0583284502,42424.5910371138,39521.9013265663,42201.0382303314,33949912165.86,50261.188,52514.707,52818.297,0,2
2022-04-08,39388.3274461799,40617.5860956274,40127.1820849288,39533.7133062411,30991500853.81,47306.234,48329.13,49917.75,0,2
2022-04-09,39712.7468117849,41430.0541551098,41166.7318122462,40123.5697619184,27691105227.77,50081.004,51140.348,53409.434,0,2
2022-04-10,39695.7444311675,41451.4801353359,39935.5169992135,41160.2191454054,24342001973.22,48612.535,50893.633,50150.137,0,2
2022-04-11,39866.830396352,40617.7208025642,40553.4632718884,39939.4039599383,21756855752.62,47368.285,49336.13,51538.562,0,2
2022-04-12,40078.4255045838,40633.6807054702,40424.4832933225,40552.3176941877,16833150693.09,49542.348,50782.227,53484.13,0,2
2022-04-13,39620.8936008984,40570.7277847157,39716.9542258357,40417.7762672216,19087633042.29,48822.17,50732.42,51798.45,0,2
2022-04-14,38696.1915182274,40986.3188298712,40826.2143856021,39721.2029153003,33705182071.98,47795.062,50406.47,54665.4,0,2
2022-04-15,40618.6341947153,41672.9617565645,41502.7504194207,40828.1742034359,25303206546.84,46382.844,49493.504,54213.25,0,2
2022-04-16,40961.0975519901,42126.3001302172,41374.3782012031,41501.7442424249,27819532341.16,47048.336,49731.043,53821.027,0,2
2022-04-17,40063.8286699322,42893.5802043813,40527.3640835385,41371.5150467923,35372786395.42,49179.562,51004.715,54209.215,0,2
2022-04-18,39315.4184114444,40777.7586436665,39740.3198538771,40525.8619182391,28011716744.78,50073.1,51541.7,52935.926,0,2
2022-04-19,39352.2030243514,39935.8606514064,39486.7287113245,39738.7232696615,16138021249.44,49256.64,51426.6,51739.38,0,2
2022-04-20,39233.5409396267,39845.9247429991,39469.293555834,39478.373437204,17964398167.08,53333.64,55653.47,52147.766,0,2
2022-04-21,38338.3769632698,40491.7537987028,40458.3089645522,39472.607372297,35445730570.23,50063.8,53122.58,49679.082,0,2
2022-04-22,37884.9860105779,40713.8895679717,38117.4625078349,40448.4226744585,34569088415.86,51719.6,54218.906,53568.504,0,2
2022-04-23,37997.3116313579,39397.9171355929,39241.1227507635,38120.3026308778,30981015184.24,52320.516,53746.76,50780.71,0,2
2022-04-24,38941.4225813304,40269.4651207372,39773.8283675659,39241.4285252216,33903704906.51,49604.44,52604.49,49431.992,0,2
2022-04-25,38235.5365508554,39887.2682113616,38609.8231933379,39768.6158199967,30882994649.3,55528.92,56994.16,51084.84,0,2
2022-04-26,37697.9427790922,38771.2099918734,37714.875545299,38605.8588053705,23895713731.28,49119.58,51742.355,46894.406,0,2
2022-04-27,37585.7873728754,38627.857504864,38469.0939025425,37713.265089741,27002760109.78,53726.895,55671.89,49287.492,0,2
2022-04-28,38156.5619033136,39074.9717589518,38529.3278008977,38472.1871454262,32922642425.83,52032.176,54614.508,50658.703,0,2
2022-04-29,37585.6203126624,38629.994974219,37750.4539152995,38528.1100380674,27326943244.26,51661.324,53656.36,49748.703,0,2
2022-04-30,37732.0601966595,39902.9502136511,39698.3706196742,37748.0118484619,36754404490.11,48058.613,51225.062,48388.742,0,2
2022-05-01,35856.5161061082,39789.2830202912,36575.142132703,39695.746350719,43106256317.32,50131.434,53986.438,53265.48,0,2
2022-05-02,35482.1327440579,36624.3595960026,36040.9223501524,36573.1823550037,37795577489.27,41934.785,46327.28,47220.395,0,2
2022-05-03,34940.8246733344,36129.9255204253,35501.9541442019,36042.5036939934,24375896405.9,44649.098,47782.527,48014.707,0,2
2022-05-04,33878.9645692059,35502.9402038303,34059.2642505879,35502.9402038303,36763041910.24,46924.22,50129.65,44266.418,0,2
2022-05-05,30296.9534000531,34222.0733234167,30296.9534000531,34060.0154816197,63355494961.42,42023.97,46405.883,44323.84,0,2
2022-05-06,29944.802737422,32596.3078359205,31022.9054122253,30273.654218841,59811038817.27,40164.195,43730.887,45063.875,0,2
