,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.5364705882352941,0.515970515970516,0.5023923444976076,0.5303030303030303,427.39597321989334,585.2677332428481,19.33864979960452,18.812474134419936,7.329468603716106,0.06890655245447339
