,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.5835294117647059,0.5874125874125874,0.6028708133971292,0.5727272727272728,722.9822251010954,1102.0564520797934,26.879783188631944,30.556929381034827,12.398515315905746,0.2084648203243323
