,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.48,0.4648910411622276,0.45933014354066987,0.47058823529411764,2700.4821964389257,3612.4369584378137,104.71157950411036,118.55345223003337,46.310917074340225,
