,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.52,0.5188679245283019,0.5263157894736842,0.5116279069767442,447.1913964499884,616.4882696570927,17.175251044233335,18.41131001785836,7.668942866819671,0.04883889520301772
