,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.5294117647058824,0.5121951219512195,0.5023923444976076,0.5223880597014925,1674.2745298896066,2478.8540378001894,65.26961446416107,79.67237275950393,28.712349600247077,
