,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.5341176470588235,0.5330188679245284,0.5406698564593302,0.5255813953488372,1392.359054962795,1880.6861393466233,52.36888601950547,82.0664112025721,23.877744803175943,
