,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.47058823529411764,0.4655581947743468,0.4688995215311005,0.46226415094339623,680.4765923012034,913.3793343850349,28.263820866692463,30.931747722704433,11.669580743263886,0.1495494009319142
