,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.56,0.56,0.569377990430622,0.5509259259259259,536.1778271025896,785.396204097811,26.89093940202365,22.234668913334485,9.194982629691829,0.11973433502623466
