,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.4964705882352941,0.48058252427184467,0.5,0.46261682242990654,15898.412751247066,17003.4447255991,61.141445167913446,44.49514958807722,25.416027215750308,0.2489160765478357
