,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.6423529411764706,0.625615763546798,0.6381909547738693,0.6135265700483091,1024.4874582396096,1352.3777630210839,4.082058965945821,3.9413139185190564,1.675959013898443,0.0029096708141223195
