,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.5152941176470588,0.5231481481481481,0.5406698564593302,0.5067264573991032,1203.4584273306984,1715.801894144288,42.956966363013166,65.29639614008111,20.63826360493036,
