,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.5270588235294118,0.5292740046838408,0.5406698564593302,0.518348623853211,1421.1553268634082,2030.3280593240934,53.54431086662178,84.12059908855973,24.371575779657856,
