,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.5035294117647059,0.4964200477326969,0.49760765550239233,0.49523809523809526,792.3169023122032,1074.9685138288817,32.52218406000814,40.33154284485799,13.58754462738722,
