,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.508235294117647,0.5011933174224343,0.5023923444976076,0.5,1042.5486376587776,1335.0700164143427,43.2956744349836,58.27498898136828,17.878800892762694,
