,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.49176470588235294,0.47572815533980584,0.4688995215311005,0.4827586206896552,5932.932728631272,8355.414273829789,254.82820233308323,83.19415676015097,101.74462766894078,
