,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.5152941176470588,0.507177033492823,0.507177033492823,0.507177033492823,915.8918661627977,1288.9721131842848,33.683214786295764,44.78873093677179,15.706747601913811,0.4073274465495343
