,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.5270588235294118,0.4911392405063291,0.48743718592964824,0.49489795918367346,1549.295557093337,1879.5894635446018,5.758123298134604,5.5494024473849715,2.534492573061933,0.004467116828361395
