Date,Low,High,Close,Open,Volume,predicted_low,predicted_high,predicted_mean,signal1,signal2
2021-11-11,4519.8,4700.0,4630.25,4647.35,784657.0,4539.299949999994,4769.043099999976,4643.534800000002,0,0
2021-11-12,4547.1,4773.5,4566.65,4630.25,1134969.0,4577.575449999996,4762.837099999971,4664.822000000015,2,0
2021-11-13,4109.65,4566.6,4215.7,4566.65,2089511.0,4564.837399999997,4761.193199999989,4651.793100000006,0,0
2021-11-14,4075.4,4306.55,4292.35,4215.7,1365130.0,4330.738350000007,4621.779950000004,4395.8772500000305,0,0
2021-11-15,3964.55,4347.5,4001.85,4292.35,1736857.0,4298.6840000000175,4627.718250000013,4420.473700000025,0,0
2021-11-16,3979.85,4314.8,4302.95,4001.85,1068785.0,4163.580449999997,4390.689450000014,4259.898175000029,0,0
2021-11-17,4211.0,4445.3,4417.65,4302.95,854283.0,4236.752999999992,4543.137550000024,4365.071425000013,0,0
2021-11-18,4247.0,4460.5,4264.55,4417.65,894136.0,4245.311999999995,4468.041800000007,4359.779799999996,1,0
2021-11-19,4028.55,4330.3,4096.9,4264.55,1325037.0,4206.630999999979,4445.697949999999,4336.182799999983,2,0
2021-11-20,4064.1,4391.65,4343.25,4096.9,1212814.0,4108.727549999997,4335.722100000019,4238.870625000029,0,0
2021-11-21,4173.8,4378.75,4273.35,4343.25,1114620.0,4265.82425000001,4580.236800000033,4395.819150000028,0,0
2021-11-22,4251.7,4559.0,4528.4,4273.35,1175263.0,4279.21665,4581.176050000034,4416.43017500001,0,2
2021-11-23,3920.0,4557.45,4047.85,4528.4,2873450.0,4345.394249999998,4514.926400000023,4441.9488249999995,1,0
2021-11-24,4035.6,4191.05,4100.95,4047.85,763616.0,4159.772400000001,4373.649350000022,4286.432050000026,2,0
2021-11-25,3963.2,4308.15,4306.3,4100.95,1323024.0,4142.037949999998,4389.791900000021,4248.724550000035,0,0
2021-11-26,4283.2,4469.4,4449.15,4306.3,1167205.0,4236.440599999995,4534.687150000017,4343.663425000021,0,0
2021-11-27,4353.85,4762.95,4635.2,4449.15,1861075.0,4224.752799999982,4522.6783500000165,4376.650400000002,1,0
2021-11-28,4531.0,4785.5,4590.05,4635.2,1254518.0,4314.401399999982,4496.108450000009,4431.7564,0,0
2021-11-29,4440.0,4643.85,4519.0,4590.05,1089892.0,4356.641099999994,4532.135450000005,4486.064449999987,0,0
2021-11-30,4048.5,4661.5,4221.15,4519.0,2564088.0,4477.2077499999905,4629.61675000001,4522.1559000000025,2,0
2021-12-01,3424.1,4241.6,4129.15,4221.15,2810973.0,4285.5617000000075,4583.644600000012,4362.05450000003,0,0
2021-12-02,4046.0,4257.7,4214.95,4129.15,1206294.0,3994.470200000006,4384.357250000013,4148.098775000022,0,0
2021-12-03,3926.05,4386.5,4359.75,4214.95,2062715.0,4165.362799999997,4519.356100000017,4254.148075000026,0,0
2021-12-04,4265.65,4432.85,4317.5,4359.75,1148546.0,4197.351799999989,4512.258650000018,4320.67715000001,1,0
2021-12-05,4231.1,4462.85,4447.35,4317.5,1302962.0,4133.7270499999795,4394.520499999998,4280.096624999989,0,0
2021-12-06,4082.95,4495.55,4111.35,4447.35,1125839.0,4244.899049999997,4468.963350000007,4357.347249999985,0,0
2021-12-07,3892.6,4237.55,3902.25,4111.35,1744606.0,4141.266399999994,4368.192250000014,4264.669200000026,2,0
2021-12-08,3840.0,4104.1,4095.0,3902.25,1164330.0,4045.450899999998,4365.319950000026,4193.500725000037,0,0
2021-12-09,3987.7,4181.05,4133.8,4095.0,864387.0,4030.80344999999,4351.628550000015,4176.9531000000325,0,0
2021-12-10,3673.0,4147.45,3782.55,4133.8,1700503.0,4073.4697999999867,4370.544050000004,4188.856325000037,0,0
2021-12-11,3689.45,3889.95,3866.15,3782.55,1402566.0,3721.748249999997,4084.2658000000006,3860.8560250000123,0,0
2021-12-12,3645.0,4102.1,4023.75,3866.15,2003442.0,3704.075749999992,4070.7258000000043,3819.0839250000213,1,0
2021-12-13,3956.9,4120.05,3961.2,4023.75,1228453.0,3837.2638499999844,4101.945149999999,3971.947425000006,0,0
2021-12-14,3701.1,3996.85,3879.75,3961.2,1404619.0,3919.1902499999705,4146.216349999995,4044.858200000018,2,0
2021-12-15,3770.05,4003.3,3964.0,3879.75,945242.0,3769.9656999999834,4049.3824000000045,3858.2800000000143,1,0
2021-12-16,3885.55,4043.95,3925.65,3964.0,1360874.0,3770.5828999999776,4100.642750000003,3905.8914250000107,0,0
2021-12-17,3759.4,3986.55,3948.65,3925.65,1514133.0,3827.632149999979,4148.402299999999,3997.2205000000254,2,0
2021-12-18,3915.95,4068.2,4018.8,3948.65,977863.0,3804.7866499999764,4076.1158500000024,3891.5863500000078,1,0
2021-12-19,3939.5,4080.0,3984.3,4018.8,902939.0,3841.9271999999737,4164.967049999998,4044.4875750000233,2,2
2021-12-20,3895.45,4159.0,4119.25,3984.3,1213901.0,3928.5449999999746,4174.817199999991,4077.8083000000306,0,2
2021-12-21,4022.0,4143.65,4050.9,4119.25,1044415.0,3946.676349999974,4237.768149999985,4100.900800000039,1,2
2021-12-22,4025.1,4147.0,4100.0,4050.9,1218656.0,3977.635449999974,4212.722549999998,4125.161500000047,2,2
2021-12-23,4007.75,4114.0,4066.45,4100.0,936750.0,3999.0698499999685,4224.1236999999965,4131.589575000052,0,2
2021-12-24,4032.4,4132.75,4041.7,4066.45,1389710.0,3988.9110499999765,4217.762150000002,4126.8879000000525,0,2
