,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.48,0.47002398081534774,0.49246231155778897,0.44954128440366975,7245.406553666401,8666.502228204828,25.68209177890093,22.240186064907757,11.852760446517856,0.0708894641182868
